bond
90,0.1404,2,
180,0.1711,3,
90,0.512,3,
0,0.07675,4,
90,0.0176,4,
s-s-t-s,
0,1.058,1,
90,0.3069,1,
0,0.08945,2,
-90,0.153,2,
0,0.152,3,
-90,0.1812,3,
180,0.08197,4,
-90,0.1495,4,
s-s-s-t,
0,0.4347,1,
90,0.7823,1,
0,0.2341,2,
90,0.3782,2,
0,0.01605,3,
90,0.2112,3,
0,0.00614,4,
90,0.1048,4,
Nt-t-t-pq,
0,1.277,1,
90,4.679,1,
0,2.832,2,
-90,1.727,2,
180,1.267,3,
-90,1.045,3,
180,0.05346,4,
90,0.4889,4,
Ns-t-t-s,
0,1.0906,1,
-90,2.9302,1,
0,2.61728,2,
-90,1.73518,2,
180,2.8734,3,
-90,0.47268,3,
0,1.63992,4,
90,0.20031,4,
Npq-t-s-sq,
4.543,1,0,
-90,1.85,1,
180,0.9629,2,
90,1.244,2,
180,0.1907,3,
-90,0.2465,3,
0,0.04138,4,
-90,0.1814,4,
Np-t-s-pq,
0,2.678,1,
-90,0.2122,1,
180,0.2772,2,
-90,0.4798,2,
180,0.04036,3,
-90,0.00104,3,
180,0.2256,4,
90,0.0028,4,
Nt-t-t-s,
180,0.19626,1,
-90,0.81532,1,
180,0.03962,2,
90,1.38598,2,
180,1.15752,3,
-90,1.5939,3,
180,0.34302,4,
-90,0.12256,4,
0,1.25506,5,
90,0.65496,5,
180,0.60978,6,
-90,0.26408,6,
t-sq-s-t,
180,0.1635,1,
90,0.05581,1,
0,0.4016,2,
90,0.107,2,
0,0.1962,3,
-90,0.2463,3,
0,0.3595,4,
90,0.03185,4,
t-s-s-t,
180,0.2794,1,
-90,0.4257,1,
180,0.4685,2,
90,0.2221,2,
180,0.01302,3,
90,0.02205,3,
180,0.05282,4,
-90,0.1746,4,
sq-t-t-sq,
180,4.466,1,
-90,0.8974,1,
0,0.3155,2,
90,0.449,2,
0,0.9992,3,
90,0.3155,3,
180,0.1448,4,
-90,0.00843,4,
sq-s-sq-s,
180,0.9085,1,
90,0.1517,1,
0,0.08763,2,
90,0.1437,2,
0,0.08808,3,
-90,0.09503,3,
0,0.04727,4,
-90,0.03526,4,
s-t-t-s,
0,4.34,1
90,3.11083,1,
0,0.16994,2,
90,2.3226,2,
0,0.55404,3,
90,0.9776,3,
0,0.66166,4,
90,0.39966,4,
s-t-s-pq,
180,2.7435,1,
-90,0.14,1,
0,0.0732,2,
-90,0.3342,2,
0,0.0365,3,
-90,0.2216,3,
180,0.0375,4,
90,0.05039,4,
s-sq-s-t,
0,0.08534,1,
90,0.1719,1,
0,0.4751,2,
90,0.5068,2,
0,0.2635,3,
-90,0.1141,3,
0,0.03519,4,
-90,0.1021,4,
s-s-t-pq,
180,0.8354,1,
-90,0.03209,1,
180,0.2513,2,
90,0.1863,2,
0,0.1615,3,
-90,0.09505,3,
0,0.1572,4,
-90,0.2764,4,
s-s-s-sq,
0,0.4184,1,
-90,0.175,1,
0,0.1899,2,
-90,0.391,2,
0,0.04892,3,
-90,0.1252,3,
0,0.05003,4,
-90,0.09302,4,
Nt-t-t-p,
0,4.54,1,
90,2.542,1,
180,1.438,2,
-90,0.2625,2,
0,1.607,3,
-90,1.164,3,
180,1.233,4,
90,0.3317,4,
Ns-t-t-pq,
0,4.116,1,
90,3.842,1,
180,0.2675,2,
-90,4.374,2,
180,1.809,3,
90,2.065,3,
0,1.188,4,
90,0.0058,4,
Npq-t-s-s,
0,4.438,1,
-90,1.372,1,
180,1.278,2,
90,0.6364,2,
180,0.4575,3,
-90,2.015,3,
0,0.4068,4,
90,1.244,4,
s
